,headline,sentiment,label
7448,ফেসবুক থেকেই আয় রোজগার: পর্ব-১,0,0
7449,সড়কপথে কক্সবাজার সফরে যাচ্ছেন ওবায়দুল কাদের,0,0
7450,"অপহৃত কার্বারীর মুক্তির দাবিতে উত্তাল মহালছড়ি ১০ অক্টোবর, ২০১৮ ২০:০৪",0,1
7451,সবচেয়ে বেশি পারিশ্রমিক কে পাচ্ছেন?,0,1
7452,এইউবি'র আয়োজনে দুই জাতীয় অধ্যাপককে সংবর্ধনা,1,0
7453,রুমমেটের পেস্ট চুরি করে ব্রাশ করা নিয়ে সংঘর্ষ। আহত ৬ মেস মেম্বার!,0,0
7454,"বাম জোটের কর্মসূচিতে পুলিশের হামলা, সিপিবি'র বিক্ষোভ",1,0
7455,"ভিনা মালিকের ২৬ বতসরের কারাদণ্ড, আত্মহত্যার চেস্টা করলেন মতিচুর | দৈনিক মতিকণ্ঠ",1,0
7456,যুক্তরাষ্ট্রে বন্দুকধারীর হামলায় নিহত ৩,0,0
7457,আন্ধাধুন সিনেমার শেষে কী বোঝানো হয়েছে? পড়ুন eআরকির 'আন্ধাধুন এন্ডিং এক্সপ্লেইনেশন',0,0
7458,সাইনার বায়োপিকে শ্রদ্ধা,1,1
7459,"চাঁপাইনবাবগঞ্জে নৌকাডুবি, নিখোঁজ শিশুর মরদেহ উদ্ধার",0,1
7460,"বাংলাদেশে ‘আঘাত হানছে না’ তিতলি, নৌ চলাচল শুরু",0,1
7461,‘ভৌতিক মামলাকে’ নির্বাচনের পথে বাধা মনে করেন ফখরুল,1,0
7462,ভূঞাপুর অলোয়া ইউপির উপ-নির্বাচন বহিষ্কৃতকে আওয়ামী লীগের মনোনয়ন,0,1
7463,আদিবাসী কোটা বহাল রাখার দাবিতে সমাবেশ,1,1
7464,‘ডিজিটাল নিরাপত্তা আইন সাংবাদিকদের মধ্যে আতঙ্ক বাড়াবে’,0,0
7465,চট্টগ্রামে ভোর থেকে গ্যাস-বিদ্যুৎ সংকট,1,1
7466,"হিরো আলম, ডিপজল ও অন্যান্য অভিনেতারা সংসদে গেলে যেমন হবে সংসদ অধিবেশন",1,0
7467,১৬ হাজার টাকা মজুরি ঘোষণার দাবি,0,0
7468,সর্বনিম্ন রানের লজ্জার রেকর্ড বাংলাদেশের,1,1
7469,"হিরো আলম, ডিপজল ও অন্যান্য অভিনেতারা সংসদে গেলে যেমন হবে সংসদ অধিবেশন",1,0
7470,আজই হোক সেই স্বপ্নের দিন,1,1
7471,অস্ত্রোপচারে সন্তান জন্মের পর মায়ের দেখাশোনা,1,1
7472,বেগম সাঈদী মানবতাবিরোধী অপরাধ করেছেন: ইসলামী ছাত্রী সংস্থা | দৈনিক মতিকণ্ঠ,0,0
7473,‘বাংলাদেশকে পিছিয়েও রাখছি না এগিয়েও রাখছি না’,0,1
7474,ড. কামালের বাসায় ৩ পক্ষের বৈঠক রাতে,0,1
7475,এক ঘুষিতেই মারা গেলেন সাবেক ইউপি সদস্য,0,1
7476,সার্ক সম্মেলন আয়োজনে পাকিস্তানের প্রস্তাবে না রাজি ভারত,0,0
7477,প্রথমবারের মতো বাংলাদেশ সফরে চার শীর্ষ রুশ ব্লগার,0,1
7478,ময়মনসিংহে ৭৬৪ পূজামণ্ডপে শারদীয় দুর্গোৎসব,1,1
7479,উম্মুক্ত পরিবেশেও নির্ঝঞ্ঝাট কাজ নিশ্চিত করবে ‘ওয়্যার স্পেস’,0,1
7480,নভেম্বরে আগাম নির্বাচনের পরিকল্পনা করছেন থেরেসা মে,1,1
7481,কমলাপুরে ট্রেনে কাটা পড়ে পা হারালো কিশোর,0,1
7482,মনোনয়ন না পেয়ে শৈশবে ফিরে গেলেন জাহাঙ্গীর কবির নানক,0,0
7483,জাবিতে ভর্তি পরীক্ষা শুরু রোববার,0,1
7484,রোনালদো থাকতে এমন হয়নি রিয়ালের,0,1
7485,গানওয়ালার ‘মন ভালো নেই’,1,1
7486,সিলেটে স্কুলছাত্রীকে অপহরণ করে ধর্ষণ,1,1
7487,"কোটালীপাড়ায় মাদক, জঙ্গিবাদ, ও বাল্য বিয়ে প্রতিরোধে র‌্যালি-সমাবেশ",0,1
7488,ঠাকুর ঘরে যে ৫ টি ভুল করলে কখনোই দেব দেবীর কৃপা পাবেন না। সাবধান হয়ে যান আজই... -,0,0
7489,ফেসবুক সুরক্ষিত রাখবেন যেভাবে,0,1
7490,মনোনয়ন না পাওয়া ব্যক্তিরা যদি পত্রিকার পাঠকের সমস্যা বিভাগে চিঠি লিখতেন,0,0
7491,ইউরোপ-আমেরিকায় নারীদের জন্য আলাদা মসজিদের সংখ্যা ক্রমেই বাড়ছে,0,0
7492,ফেসবুকে সন্তানের ছবি পোস্ট করার আগে আরেকবার ভাবুন,1,0
7493,যুক্তরাষ্ট্র মধ্যপ্রাচ্য ছাড়তে বাধ্য হবে',1,1
7494," বন্যা-ভূমিধসে বিপর্যস্ত মধ্য আমেরিকা, ১২ জনের মৃত্যু",1,1
7495,ড. কামা‌লের সমা‌বেশে বিএন‌পি,0,0
7496,চুরির ‘অপবাদ দেওয়ায়’ স্কুলছাত্রের আত্মহত্যা,1,1
7497,ন‌ওগা‌ঁর সাপাহারে বাসের ধাক্কায় ভ‍্যান চালক নিহত,1,1
7498,ক্যাটরিনায় মজেছেন আমির খান,1,0
7499,অজয়কে ছেড়ে চলে যাওয়ার পরামর্শ কাজলকে,1,1
7500,"বাংলাদেশের বাজারে ৫৫ ইঞ্চির স্মার্ট-বোর্ড ফ্লিপ আনলো স্যামসাং ১৯ সেপ্টেম্বর, ২০১৮ ২২:৪৯",1,1
7501,আন্দোলন করলে কোটা ফেরানোর কথা ভেবে দেখা হবে : প্রধানমন্ত্রী,0,1
7502,দুই কোরিয়ার নতুন ভবিষ্যৎ গড়তে একমত কিম-মুন,0,1
7503,অস্ত্র ও গোলাবারুদসহ জলদস্যু আটক,1,1
7504,কক্সবাজারে ‘বন্দুকযুদ্ধে’ দুইজন নিহত,1,1
7505,ইরানকে বাঁচানোর চেষ্টায় ব্রিটেন-চীন-ফ্রান্স-জার্মানি-রাশিয়া,0,1
7506,পাটের পলিথিন তৈরিতে যুক্তরাজ্যের প্রতিষ্ঠানের সঙ্গে চুক্তি,0,1
7507,"এক বিদ্যালয়ে দুই প্রধান শিক্ষক, শিক্ষা সচিবের নামে মামলা",0,1
7508,রোনালদোর বিরুদ্ধে ধর্ষণের অভিযোগ মার্কিন শিক্ষিকার,0,1
7509,যেভাবে বুঝবেন সত্যিকারের ভালোবাসা,1,1
7510,ভৈরব নদী দখলের প্রতিযোগিতা; সরকারি নোটিশ অমান্য,0,1
7511,চীনে আন্তর্জাতিক নৃত্য শিক্ষা সম্মেলনে যাচ্ছেন পূজা,0,0
7512,পেটের চর্বি থেকে মুক্তির উপায়,0,1
7513,উল্টো রথে জাবি ছাত্রলীগ,0,1
7514,এক কাতারে বিরোধী দল,0,1
7515,বিএনপির সমাবেশ ঘিরে সতর্ক পুলিশ,0,1
7516,বাংলাদেশের প্রশংসায় যুক্তরাষ্ট্র,1,0
7517,২১ আগস্টের ঘটনায় সিআইডির কাছে দেওয়া শেখ হাসিনার সেই জবানবন্দি,0,1
7518,সিনহার বই প্রকাশে মদদদাতাদের খুঁজে বের করার আহ্ববান প্রধানমন্ত্রীর,0,1
7519,এক নারী কাঁপিয়ে দিয়েছেন ইংল্যান্ডকে,0,1
7520,কলেজ জাতীয়করণ করায় ঈশ্বরদীতে আনন্দ মিছিল,0,1
7521,কোটা বাতিলের সুপারিশের প্রতিবাদে রাবিতে মানববন্ধন,0,1
7522,বগুড়ায় সেতুর রেলিং ভেঙে ট্রাক পড়ে নিহত ২,0,1
7523,"প্রেমের ফাঁদে ফেলে তরুণীকে হত্যা, যুবক গ্রেফতার",0,0
7524,প্রেমের ফাঁদে ফেলে অর্থ আদায় করতেন ৪ তরুণী,0,0
7525,অনুপ-জ্যাসলিনের সম্পর্ক নিয়ে খেপেছেন রাখি,0,0
7526,"গুরুদাসপুরে শিশু ধর্ষণ ও হত্যা, চাচাত ভাইসহ গ্রেপ্তার ৩",0,1
7527,রোদচশমা কখন জরুরি,0,0
7528,আর্জেন্টিনার সাপোর্টারদের কান্নাকাটির চাপ সইতে না পেরে ডাউন হয়ে গিয়েছিল ফেসবুক সার্ভার - Bengal Beats,0,0
7529,এক উৎসবে দুই দেশের আড়াই হাজার শিল্পী,1,1
7530,শেয়ারপ্রতি সাড়ে ৩ টাকা লভ্যাংশ দেবে একমি,1,1
7531,বন্ধ ঘোষিত গ্ল্যাক্সো কারখানার শ্রমিকদের মহাসড়ক অবরোধ,0,0
7532,শাকিবের ‘একটু প্রেম দরকার’,1,1
7533,শহিদুলের শুনানি কার্যতালিকায় আসছে,0,0
7534,এক চান্সে বিজয় সরণির সিগন্যাল পার হয়ে খুশিতে অজ্ঞান হয়ে গেলেন এক ফার্মগেটবাসী - Bengal Beats,0,0
7535,প্রেমিকা হারিয়ে ইট কামড়াচ্ছে নোয়াখালীর সালাউদ্দিন,0,0
7536,রেলের হুইসেলে ঘুম ভাঙবে গোপালগঞ্জবাসীর,1,1
7537,গফরগাঁওয়ে অপহরণের তিন মাস পর স্কুলছাত্রী উদ্ধার,0,1
7538,নিয়োগ বাণিজ্যের প্রমাণ মেলায় ইবির দুই শিক্ষককে শোকজ,0,1
7539,তুরস্ক যাচ্ছেন সেনাপ্রধান আজিজ আহমেদ,1,1
7540,ট্রাক-বাইক সংঘর্ষে নর্থ-সাউথ বিশ্ববিদ্যালয়ের ছাত্র নিহত,0,1
7541,নতুন সূচি নিয়ে মাশরাফির ক্ষোভ,1,0
7542,পাদ ত্যাগ করছেন সৌদি বাদশাহ !,1,0
7543,গেমসে আসক্ত হয়ে পড়ছে শিশুরা,0,0
7544,রাষ্ট্রপতির কণ্ঠে চরম সত্য,1,1
7545,রোনালদোর বিরুদ্ধে ধর্ষণের মামলা!,0,1
7546,ইউরোপকে স্পষ্ট করতে হবে তারা কী চায়: এরদোগান,0,1
7547,ডিআইইউ'র জেএমসি অ্যালামনাই অ্যাসোসিয়েশনের কমিটি গঠন,1,0
7548,রামুতে সড়ক দুর্ঘটনায় যুবকের মৃত্যু,1,1
7549,"ঈশ্বরদীতে মেলায় গ্যাস সিলিন্ডার বিস্ফোরণ, আহত ৬",1,1
7550,কোটালীপাড়ায় ছাত্রী ধর্ষণ চেষ্টা : ইউপি সদস্যসহ গ্রেফতার ২,0,0
7551,আরে ধুত্তেরি ফিলিস্তিন: ইউনূস | দৈনিক মতিকণ্ঠ,1,0
7552,হিমাচলে ১০ বিদেশি পর্বতারোহী নিখোঁজ,1,1
7553,বরিশাইল্যা খ্যাতার গাট্টি বলায় এক নোয়াখাইল্যার বিরুদ্ধে মামলা ঠুকে দিলেন বরিশালের বড়া মিয়া - Bengal Beats,0,0
7554,কুবিতে বিএনসিসির ৮ম ক্যাডেট ভর্তি পরীক্ষা শেষ,1,0
7555,"পরকীয়া প্রেমে বাধা, অন্তঃসত্ত্বা স্ত্রীর সঙ্গে ভয়ঙ্কর কাণ্ড স্বামীর",1,0
7556,"যমজ শিশুর দেশ! (ভিডিও) ২২ সেপ্টেম্বর, ২০১৮ ০০:৫৮",1,0
7557,২৪ ঘণ্টা পর লালমনিরহাট-ঢাকা রেল যোগাযোগ সচল,1,1
7558,কালিয়াকৈরে কারখানার আগুনে দগ্ধ ৪ শ্রমিক,1,0
7559,একজন স্বামী যেভাবে চিড়িয়াখানার গরিলাকে জব্দ করলেন,0,0
7560,অবকাশ শেষে খালেদার আপিল শুনানি শুরু,0,1
7561,বাম ঐক্যফ্রন্টের আত্মপ্রকাশ,1,1
7562,মাদারীপুরে সেপ‌টিক ট্যাংকের বিষাক্ত গ্যাসে ২ শ্রমিক নিহত,0,1
7563,শেকড় ভুলে কেউ বড় হয় না: রাষ্ট্রপতি,0,1
7564,লবণেও প্লাস্টিক!,1,0
7565,নতি স্বীকার করেও সংকটে সালমান,1,1
7566,ত্রুটি থাকলে ইভিএম ব্যবহার করা হবে না : সিইসি,1,1
7567,বাঁচতে হলে মাদক ছাড়তেই হবে: সিএমপি কমিশনার,0,1
7568,মিরপুরে পাখি ভ্যানের ধাক্কায় শিশু নিহত,0,1
7569,"আগামীতে দেশের নেতৃত্ব দেবে তরুণরা ০৫ অক্টোবর, ২০১৮ ১৬:৫০",1,1
7570,নিরুত্তাপ ম্যাচে বাংলাদেশের অসহায় আত্মসমর্পণ,1,0
7571,অপরাজিত চ্যাম্পিয়ন বাংলাদেশের মেয়েরা,1,1
7572,রাতে ঢাকায় আঘাত হানবে ঘূর্ণিঝড় রিদ্দো!,0,0
7573,শান্তির ভবিষ্যতে সম্মত দুই কোরিয়া,1,1
7574,জুলুম-নির্যাতন বন্ধে বরিশালে শ্রমিকদের বিক্ষোভ,1,1
7575,স্বাধীনতার দাবিতে আবারো উত্তাল কাতালুনিয়া,0,1
7576,"সেই দুই শিক্ষার্থীর পরিবারকে ক্ষতিপূরণ দিয়েছে জাবালে নূর ০৭ অক্টোবর, ২০১৮ ১১:৪৭",0,1
7577,নির্বাচনের পূর্বে তারা সবকিছু শেষ করতে চায় : মির্জা ফখরুল,0,1
7578,"কোডার্সট্রাস্ট ও রবি'র চুক্তি ২০ সেপ্টেম্বর, ২০১৮ ১৪:২৬",1,0
7579,সাকিবের বলে বোল্ড শেনওয়ারি,1,0
7580,শাবির ছাত্রী হলে চুরির ঘটনায় তদন্ত কমিটি গঠন,0,0
7581,বঙ্গবন্ধু মেডিক্যালে খালেদা জিয়া,1,1
7582,ডিজিটাল নিরাপত্তা আইনের পরিবর্তন বিবেচনায় নেওয়ার আহ্বান,0,1
7583,"প্রবাসীদের ঋণ দিতে ব্যাংকের অনীহা, নির্দেশনাও উপেক্ষা",0,1
7584,বিএনপির আরেক নাম হচ্ছে 'মানি না মানবো না': সেতুমন্ত্রী,0,1
7585,বাগেরহাটে আ.লীগের ২ নেতাকর্মী হত্যা: মামলায় আসামি ইউপি চেয়ারম্যান,0,1
7586,সিনহাকে আদালতের মাধ্যমে দেশে ফিরিয়ে আনা হবে: আনিসুল হক,1,1
7587,আইন পাশের প্রতিবাদে ২৯ সেপ্টেম্বর সম্পাদক পরিষদের মানব বন্ধন,1,1
7588,সৌদি কনস্যুলেটে নিখোঁজ সাংবাদিক : কীভাবে উত্থান হয়েছিল তার?,1,1
7589,"স্পা ড্রিংকিং ওয়াটার ফটোগ্রাফি কম্পিটিশন শুরু ২০ সেপ্টেম্বর, ২০১৮ ২০:৫২",1,0
7590,যেভাবে টাকার বিনিময়ে ফুটবল ম্যাচ পাতানো হয়,0,0
7591,সালমান শাহকে স্মরণ করে যা বললেন ঋতুপর্ণা,1,0
7592,ময়মনসিংহে মাদকবিক্রেতা আটক ,0,1
7593,চাকরি না পেয়ে সুইসাইড নোট লিখে যুবকের আত্মহত্যা!,0,0
7594,শরীয়তপুরে নিখোঁজের পর বাঁশঝাড়ে শিক্ষিকার লাশ,0,1
7595,বাণিজ্য মেলার মতামত ও অভিযোগ বাক্সে আসলে কী থাকে?,1,0
7596,অক্টোবর থেকে গুজব সনাক্তকারী সেল কাজ করবে,0,0
7597,মামলার রায় শোনার অপেক্ষায় থাকা নিউ ইয়র্ক টাইমস প্রতিনিধির ভাষ্য,0,1
7598,পাকিস্তানের কাছে ৩০ রানে অলআউট বাংলাদেশ,1,1
7599,‘ইলেকট্রো পলিসিং প্লান্ট’র কার্যক্রম শুরু,1,1
7600,এবার লোকি ও স্কারলেটকে নিয়ে সিরিজ,1,1
7601,১০ জেলায় নতুন ডিসি নিয়োগ,0,1
7602,হাসপাতালে ৪০ মিনিট ছটফট করে মারা গেল শিশুটি,0,1
7603,ফেনীতে শিশু নির্যাতনের অভিযোগে চা দোকানি আটক,1,1
7604,বাংলাদেশ এখন উপচে পড়া ঝুড়ি : আইজিপি,0,1
7605,সাকিবের পর রুবেলের আঘাত,0,0
7606,মুরগির হামলায় শেয়াল নিহত,0,0
7607,পোশাক শ্রমিকদের মজুরি পুনর্বিবেচনার দাবি ইন্ডাস্ট্রিজ অল বাংলাদেশ কাউন্সিল,0,1
7608,"ঢাকায় সাড়ে ৫ হাজার ইয়াবা জব্দ, গ্রেপ্তার ৪৯",1,1
7609,"আমার স্বামী নির্দোষ, এসবে জড়িত ছিলেন না",0,1
7610,দুই বছরের শিশুর ইসলাম জ্ঞানে অবাক বিশ্ব (ভিডিও),1,1
7611,অভিনেত্রীর সংসার টেকে না!,1,1
7612,নোয়াখালী বেড়াতে আসছেন অ্যাঞ্জেলিনা জোলি,1,0
7613,ঢাবির ‘ক’ ইউনিটের ভর্তি পরীক্ষা শুক্রবার,1,1
7614,তাজিয়া মিছিলে কারাবালার মর্মান্তিক ঘটনার স্মরণ,0,0
7615,ওয়ানডে থেকেও বাদ পড়ছেন ম্যাথুস,0,1
7616,আর আমি দিলারা জামানের সাথে ফটো দিলেই দোষ,1,0
7617,"আটকে আছে ফেরি এনায়েতপুরী, বন্ধ হওয়ার পথে ফেরি চলাচল",0,1
7618,রোহিঙ্গা ফেরতের প্রস্তাব জাতিসংঘে দেবেন প্রধানমন্ত্রী,0,0
7619,SSC পরীক্ষায় GPA-5 না পাওয়াতে পানের দোকান দিলেন নায়িকা পূর্ণিমা - Bengal Beats,0,0
7620,আবাসিক হলের শিক্ষার্থীকে সাপের কামড়,1,1
7621,স্মার্টকার্ড বিতরণকালে নির্বাচন অফিসের ৫ কর্মচারীকে মারধর,1,1
7622,ফখরুলের প্রতি ক্ষুব্ধ হলেন বড় গনতন্ত্র | দৈনিক মতিকণ্ঠ,0,0
7623,"রাস্তায় চলাফেরা করবেন কিন্তু এই গল্পগুলো শুনবেনা, তা হবেনা ! তা হবেনা !! - Bengal Beats",0,0
7624,ইইউয়ের প্রত্যাখ্যানে অপমানিত ব্রিটিশ প্রধানমন্ত্রী মে,0,0
7625,"২১ আগস্ট : রাজনৈতিক মামলা নয়, রাজনীতিকেই হত্যাচেষ্টা",0,1
7626,কমলা-মাথা গায়ক পাখি,0,1
7627,সমালোচকদের জন্য মিসর উন্মুক্ত কারাগার,1,0
7628,মুক্তি পেলেন নওয়াজ শরিফ,1,0
7629,বৃহত্তর ঐক্যের সামনে কোনো স্বৈরাচার টিকবে না : ড. কামাল,0,1
7630,গরমের মধ্যে ইয়াবা খেয়ে পাতলা পায়খানায় আক্রান্ত যশোরের আরাফাত,0,0
7631,ব্যাটসম্যানদের দায়িত্বশীল হতে হবে : মাশরাফি,0,0
7632,প্রধানমন্ত্রীর ফ্লাইটে মাদক সেবন : যা বললেন সেই বিমানবালা মাসুমা,1,0
7633,ঢাকায় ভারতের বাণিজ্য ও শিল্পমন্ত্রী সুরেশ প্রভু,1,1
7634,সমাবেশ ঘিরে বিএনপির ‘আড়াই শতাধিক’ নেতাকর্মী আটক,0,1
7635,গাবতলী থেকে ইয়াবার চালানসহ ২ মাদক ব্যবসায়ী আটক,0,1
7636,কিমের সঙ্গে দেখা করতে বেরিয়ে পড়েছেন মার্কিন পররাষ্ট্রমন্ত্রী,0,1
7637,দেশের সর্ববৃহৎ ব্যতিক্রমী দুর্গাপূজার প্রতিমা তৈরিতে ব্যস্ত কারিগররা,0,0
7638,বাধ ভেংগে খসে গেল মমতার জল: ফখরুল | দৈনিক মতিকণ্ঠ,0,0
7639,কনডম বিক্রির শীর্ষে চট্রগ্রাম ! ফার্মেসি মালিকদের মুখে হাসি,0,0
7640,‘যারা সৎ তাদের বেছে নিন’,1,1
7641,মেজর (অব.) মান্নানকে দুদকে তলব,1,1
7642,জাতীয় পরিবেশ নীতি মন্ত্রিসভায় অনুমোদন,1,1
7643,দুই মাদ্রিদের লড়াইয়ে জেতেনি কেউ,0,1
7644,সাংবাদিকতা পেশাকে বৃহত্তর স্বার্থে ব্যবহার করুন: প্রধানমন্ত্রী,1,0
7645,আমার বয়স নাকি ৪৬!,0,0
7646,"যানজট নিরসনে যবিপ্রবি ছাত্রলীগ ২০ সেপ্টেম্বর, ২০১৮ ২১:৫১",1,0
7647,মুক্তি পেয়েছে শাকিবের ‘নাকাব’,0,1
7648,"ভুল বলছেন অজিত, পারফর্ম করেই দলে আছেন মাশরাফি'",1,1
7649,জনগণ সুশাসন দেখতে চায় : কামাল,1,0
7650,জীবনে যে আকাম গুলো না করলে ভাই-বোনদের পেটের ভাত হজম হয়না। - Bengal Beats,1,0
7651,নিউ ইয়র্কে গাড়ি দুর্ঘটনায় ২০ জন নিহত,1,1
7652,বিশ্বকাপ ফুটবল কুইজের পুরস্কার প্রদান,1,0
7653,বনানীতে ট্রেনে কাটা পড়ে ব্যবসায়ীর মৃত্যু,0,1
7654,ফিলিস্তিনিদের ৮ দিনের মধ্যে গ্রাম ছাড়ার নির্দেশ ইসরাইলের,0,1
7655,বরিশাল হতে যাচ্ছে দ্বিতীয় সিঙ্গাপুর!,0,0
7656,খালেদা জিয়ার অনুপস্থিতিতেই বিচার চলবে,0,1
7657,স্টাইরিসের সর্বকালের সেরা এশিয়ান দলে সাকিব,1,0
7658,বিদেশ থেকে উন্নতমানের বিরোধীদল আমদানি করার পরামর্শ দিলেন অনলাইন রাজনীতি বিশেষজ্ঞরা,0,0
7659,জেমকন সাহিত্য পুরস্কারের সংক্ষিপ্ত তালিকা প্রকাশ,1,1
7660,শুক্রবারে পরিবারের ছোট ছেলেরা বাসায় কাজের ছেলের দায়িত্ব পালন করে,0,0
7661,চীনে শিক্ষা-গবেষণার সুযোগ বাড়ছে রাবি শিক্ষার্থীদের,1,1
7662,‘অনেক স্বপ্ন ছিল...মায়ের মুখে হাসি ফোটাব’,0,0
7663,পায়রা বন্দরের নিরাপত্তায় পুলিশের বিশেষ আয়োজন,1,0
7664,"আলিয়ার ভিডিও কল, দেখলেন রণবীর? ০৩ অক্টোবর, ২০১৮ ০৯:২১",1,1
7665,যেভাবে বাংলাদেশে এলেন হাসান মাসুদ !,1,0
7666,পর্ণ দেখার শীর্ষে চট্টগ্রামের ছেলেরা,1,0
7667,নেদারল্যান্ডসে ট্রেনের ধাক্কায় চার শিশু নিহত,0,0
7668,‘দহন’-এর সেটে শাকিব খান,1,1
7669,শহরের ১ হাজারেরও বেশি দোকানে কুকুরের মাংস,0,0
7670,এইচ টি ইমামের বক্তব্য ভোটবিহীন নির্বাচনের পূর্বাভাস: রিজভী,1,1
7671,রোহিঙ্গা সঙ্কটের জন্য মিয়ানমার সরকার সরাসরি দায়ী : মাহাথির,0,1
7672,কেইম্যান আইল্যান্ডের গভর্নর পদ থেকে বরখাস্ত আনোয়ার চৌধুরী,1,1
7673,এবার পান্থপথে রিজভীর নেতৃত্বে মিছিল,1,1
7674,মক্কা-মদিনা রুটে হারামাইন ট্রেন চলাচলের সময় পরিবর্তন,0,1
7675,বিশ্ব হার্ট দিবসে বিএসএমএমইউতে শোভাযাত্রা সেমিনার,1,1
7676,‘২২২ রান করে বোলারদের দোষ দিতে পারেন না’,0,1
7677,একাত্তরের বীর আমরা | আলেক্স আলীম,1,1
7678,স্যার ড. মাহফুজুর রহমানের গান শোনার ভয়ে ঈদের আগেই সেতু বানিয়ে পালালো জাপানিরা - Bengal Beats,0,0
7679,"৪০০ বছর আগে ডুবে যাওয়া জাহাজের সন্ধান, অতঃপর...",1,1
7680,বিচার চলবে খালেদা জিয়ার অনুপস্থিতিতেই,0,0
7681,মেডিকেল কলেজ স্থাপনের দাবীতে মানববন্ধন,1,0
7682,রোনালদোর পাশে জুভেন্টাস সভাপতি,1,0
7683,কলকাতার বেঙ্গল সোনালী অতীত ক্লাব চ্যাম্পিয়ন,1,0
7684,বিশ্ববিদ্যালয় মঞ্জুরী কমিশনে চাকরির সুযোগ,0,1
7685,থ্রিডি জেব্রা ক্রসিং দিয়ে থ্রিডি গ্লাস পরেই রাস্তা পার হচ্ছেন বরিশালবাসীরা - Bengal Beats,1,0
7686,এবার খাল কাটতে বাংলাদেশ চলে এলো খাল দ্রোগো - Bengal Beats,1,0
7687,বেলজিয়ামে উন্নয়ন মেলা,0,1
7688,ঢাকায় বিএনপির বিক্ষোভ মিছিল,1,1
7689,"সাগরে ৩ দিন ভেসে থাকার পর ফিরে এলেন টোমি! ২৫ সেপ্টেম্বর, ২০১৮ ১১:৫৮",1,1
7690,ডেইরি ও মৎস্য উৎপাদনে বাংলাদেশ স্বয়ংসম্পূর্ণ,1,1
7691,৩০ বছরের শিক্ষিকা চলে গেল ১৮ বছরের কাঠমিস্ত্রির সঙ্গে!,0,0
7692,"রাবির দশম সমাবর্তন আজ, যাচ্ছেন রাষ্ট্রপতি",1,1
7693,করপোরেট দুনিয়ার জটিল হিসেব নিয়ে সাইফের ‘বাজার’,0,1
7694,‘আমি তো আপনাদের কাছেই শুনলাম’,1,1
7695,বাংলাদেশে নতুন মার্কিন রাষ্ট্রদূত হিসেবে মিলারকে সিনেট কমিটির অনুমোদন,0,1
7696,মেজর মান্নান স্বাধীনতাবিরোধী - মহিউদ্দিন আহমদ,0,1
7697,ফেসবুক খুলতে এনআইডি যাচাইয়ের প্রস্তাব,0,1
7698,প্রকাশ্যে চুমু খাওয়া বৈধ করা হোক! -সালমান মুক্তাদির,0,0
7699,অক্টোবরে চালু হচ্ছে সেন্টমার্টিন পর্যটকবাহী জাহাজ,0,0
7700,"সকল সাংসদের ভাবনা, কাজ ও কর্ম এমনই হোক",1,0
7701,চট্টগ্রামে বঙ্গবন্ধু মেরিন বিশ্ববিদ্যালয়ে স্থায়ী ক্যাম্পাস,1,0
7702,"উন্নয়‌নের প‌থে বাধা মাদক, সন্ত্রাস ও জ‌ঙ্গিবাদ",1,1
7703,এক উদ্বাস্তুর ঘুষি খেলেন লোহান,0,1
7704,জালিয়াতির মামলায় ইলন মাস্ক,1,1
7705,"৫ ঘণ্টায় পাওয়া যাবে পাসপোর্ট! ০৩ অক্টোবর, ২০১৮ ১১:৪২",1,1
7706,ক্রিকেটের দুটি নিয়ম পরিবর্তন করলো আইসিসি,0,1
7707,রিয়াদে বাংলাদেশির অকাল মৃত্যু,1,0
7708,পাঁচ ছাত্রকে ন্যাড়া করে শাস্তি!,0,1
7709,রেকর্ড জিডিপি প্রবৃদ্ধিতেও বাড়ছে না বেসরকারি বিনিয়োগ,0,1
7710,"সুযোগ পেয়েছেন সৌম্য, ফিরেছেন রুবেল-মুমিনুল",1,1
7711,ধরা পড়ছে ঝাঁকে ঝাঁকে ইলিশ,0,1
7712,আসন্ন ওয়ানডে সিরিজে মাশরাফি যেভাবে নিজের নির্বাচনী প্রচারণা চালাতে পারেন,0,0
7713,নির্বাচনের আগে অপপ্রচারে উসকানি না দিলেও পারতেন,0,0
7714,যুক্তরাষ্ট্রে সাত পুলিশ গুলিবিদ্ধ,0,1
7715,ড. কামাল ‘ভাড়াটে নেতা’: নাসিম,1,1
7716,চীনের সেনাবাহিনীর ওপর যুক্তরাষ্ট্রের অবরোধ,0,0
7717,চট্টগ্রাম কলেজে ছাত্রলীগের অস্ত্রের মহড়া,1,1
7718,"নাটোরের বড়াইগ্রামে ফেসবুকে প্রতারণার ফাঁদ, নারীসহ আটক ২",0,1
7719,কলেজছাত্রকে ট্রেনের ছাদ থেকে ফেলে দিল ছিনতাইকারীরা,0,1
7720,টঙ্গীতে ন্যাশনাল ফ্যান কারখানায় ভয়াবহ বিষ্ফোরণ,0,1
7721,তাহিরের স্পিন জাদুতে বিধ্বস্ত জিম্বাবুয়ে,0,1
7722,২০০ বোতল ফেনসিডিলসহ গুলিবিদ্ধ মাদক বিক্রেতা আটক,1,1
7723,"অধিনায়ক হচ্ছেন মাহমুদউল্লাহ! ০২ অক্টোবর, ২০১৮ ২০:৩৩",1,1
7724,পটাকা'র লভ্যাংশ দেয়া হলো স্কুলে,1,1
